file	transcription
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19708612.wav	los bone se ven rápidamente inmersos en una heroica aventura para salvar el valle
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19708616.wav	la iglesia fue restaurada en diversas ocasiones
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19649929.wav	al exterior se aprecian contrafuertes de sección troncocónica en las esquinas del ábside
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19649932.wav	el municipio fue llamado así por su ubicación en la parte centrooccidental del país
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19649938.wav	se aplicaron los mismos criterios de puntuación que en la liga regular
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19649940.wav	se celebra romería el lunes de resurrección y el tercer domingo de mayo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21275267.wav	oficial de la marina de guerra de venezuela durante la guerra de independencia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21275268.wav	se involucró desde el principio en el grupo de la secesión de viena
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21275270.wav	la lista de pistas siguiente se confirmó en amazoncom
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21275271.wav	situado en la provincia de valencia en la comarca del campo de turia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19686836.wav	en el barco los siete discuten el extraño comportamiento de jason percy y leo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19686837.wav	el viento dominante de la zona recibe el nombre de cierzo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19686838.wav	necesitamos el antídoto contra estas faltas el espíritu de dios
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19686840.wav	actualmente está disponible en madrid barcelona vizcaya y guipúzcoa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19175272.wav	para el papel kat investigó acerca del tema
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19175273.wav	hace algunos años fue sometido a una operación de corazón abierto tras un infarto
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19175274.wav	su tía es la actriz de cine mudo miriam cooper
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19175275.wav	el padre de logan le dijo rory que ella no era una buena periodista
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19950753.wav	habita aguas profundas de grandes ríos aunque aparecen en tributarios y lagunas marginales
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19950754.wav	peter brant es editor agente inmobiliario y coleccionista de arte
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19950755.wav	nuestro sensor nos proporciona información analógica deseada y otras señales no deseadas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19950757.wav	la prueba cuenta con una versión femenina denominada como giro del trentino alto adigesüdtirol
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21894411.wav	en el hall hay una placa de bronce que rememora tal acontecimiento
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21894413.wav	en wikipedia en español participan activamente usuarios de prácticamente de habla hispana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21894414.wav	herbazales incultos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21894415.wav	algunas personas colocan los alimentos sospechosos en el refrigerador durante la fase de limpieza
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19634752.wav	habita en sumatra malasia y borneo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19634754.wav	actualmente reside en cuernavaca morelos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19634757.wav	los dialectos estadounidenses son muy parecidos a los de canadá
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19634758.wav	esto llevó a warner bros
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21965549.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21965553.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21965554.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21965557.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19603727.wav	es el más pequeño de nueve hermanos en una familia de labradores
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19603729.wav	los ataques consistían en coches bomba asesinatos y bombardeo de edificios cubanos y estadounidenses
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19603730.wav	murió prácticamente en la miseria por no cumplir la misión que olivares le exigió
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19603731.wav	en sus fotografías los retratados dan cuenta del refinamiento europeo al cual apuntaban
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21968818.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21968819.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21968821.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21968823.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19710151.wav	los resultados son numerosos enfoques distintos basados en diferentes criterios de búsqueda y análisis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19710157.wav	la frontera sur del distrito es la orilla derecha del río kubán
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19710160.wav	los amplificadores ópticos recientemente desarrollados pueden aumentar todavía más esta distancia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19710162.wav	la protección contra las inundaciones protegerá la infraestructura
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21995964.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21995965.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21995966.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21995968.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19684038.wav	no obstante el hecho de enseñar el ombligo en público seguía siendo considerado indecente
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19684040.wav	el empirismo constructivo es una tesis normativa semántica y epistemológica
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19684041.wav	realizó sus primeros estudios en el convictorio carolino de santiago
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19684042.wav	pertenece al distrito regional del gran vancouver
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20270280.wav	se encuentra ubicada entre la calles ingavi y general trigo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20270281.wav	la reserva lagunas y palmares pertenece a la ecorregión chaco húmedo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20270287.wav	en este condado se encuentra parte del bosque nacional de hiawatha
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20270298.wav	tanto n como m tienen un alófono labiodental ante f
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20030242.wav	adosada al lateral derecho de la fachada se encuentra la torre
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20030245.wav	principalmente la verdad sobre su origen
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20030250.wav	el apagón analógico en el ecuador se realizará de manera progresiva
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20030254.wav	crowley logra huir pero rafael no puede salir
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19766614.wav	florent ante la pregunta estamos ante la primera canción con mensaje de los planetas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19766615.wav	el lado b i was the one no llegó a ninguna
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19766616.wav	en la escuela tenía pasión por dibujar
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19766617.wav	esos virus provocan trastornos en el cuerpo humano
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19656450.wav	el actor mark addy interpretó al rey robert en la de la serie
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19656453.wav	en este club permanece durante dos temporadas consiguiendo ganar su segunda eurocup
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19656455.wav	el resto del desgastado brocal y del interior carecen relativamente de rasgos distintivos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19656457.wav	el humedal presenta un bajo número de mamíferos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22028388.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22028401.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22028408.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22028414.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999138.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999139.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999140.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999141.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19630798.wav	realizó la mayoría de su carrera en la televisión
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19630799.wav	actualmente ejerce como periodista en la televisión nacional danesa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19630800.wav	las dos máquinas podían conectarse directamente para realizar la llamada edición por corte
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19630801.wav	herramientas avanzadas de edición
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21939320.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21939321.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21939323.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21939324.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20272448.wav	un importante lugar de nidificación se encuentra en el islote pájaro niño en algarrobo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20272451.wav	hay sin embargo un punto de observación para el estudio de las aves
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20272452.wav	sus obras se editaron de modo póstumo gracias a charles de la mothe
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20272455.wav	el cráter está muy desgastado
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19121802.wav	mi planeta me necesita
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19121803.wav	antes de ocupar este cargo fue ministro de electricidad
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19121805.wav	forma parte del trazado de la avenida tacna
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19121806.wav	anteriormente sus miembros se clasificaban en la familia turdidae
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21955714.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21955715.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21955716.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21955717.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19735982.wav	la inflorescencia es una espiga que tiene muchas flores espaciadas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19735985.wav	próximas las elecciones en que fuera elegido presidente de la república el dr
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19735986.wav	sus límites son muy variados
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19735987.wav	en octubre del mismo año renunció y se alejó de la vida política
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19956955.wav	además se posicionó segundo en la semifinal la mejor posición de su historia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19956956.wav	el partido que había empezado soleado debió suspenderse por un diluvio impresionante
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19956957.wav	fue nombrado chongqing en homenaje al municipio de chongqing en la república popular china
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19956958.wav	lo usual hasta la fecha era que este conocimiento fuera transmitido por monjes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21963290.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21963294.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21963295.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21963297.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20026166.wav	fue líder del desaparecido partido ecuatoriano democracia popular
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20026167.wav	isabel de borbón infanta de españa en testimonio de adhesión
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20026168.wav	las armas y las armaduras fueron facilitadas por museos de atenas nápoles y roma
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20026169.wav	la posición sistemática y la validez de este taxón resultaron dudosas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20314535.wav	la renuncia de calandria a un tipo de libertad nos deja este interrogante
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20314536.wav	la mayoría de la población era ucraniana aunque con importantes minorías polacas y judías
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20314537.wav	además en el sector privado estuvo como gerente de químicos consultores y distribuidores
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20314539.wav	juega de defensa y su equipo actual es el celtic de glasgow
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19639157.wav	la biblioteca nacional de noruega se encuentra ubicada en mo i rana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19639160.wav	sirvieron como cargueros transporte de pasaje y hasta como hidroaviones
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19639162.wav	no es saludable
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19639163.wav	son de origen animal
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20254140.wav	resume su actitud así tu te lo llevas y les muestras lo que tienen
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20254141.wav	david de nuevo organizó un funeral espectacular y marat fue enterrado en el panteón
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20254142.wav	flores de color rosado agrupadas en racimos terminales
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20254143.wav	ahí comienza un periodo de exilio que le llevaría a cuba y a perú
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19597957.wav	por un programa de radio se enteró de que había perdido su posición política
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19597958.wav	ha formado parte del sínodo en numerosos exámenes profesionales y posgrado
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19597959.wav	actúa de local en su campo deportivo conocido como estadio oriental
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19597961.wav	esto fue logrado tal vez por la libertad creativa que los marx gozaban aún
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20000004.wav	tras su lanzamiento el material musical obtuvo buenas críticas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20000005.wav	el origen del nombre del condado es incierto
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20000007.wav	la huida de caravaggio de roma se produjo tras el asesinato de un hombre
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20000009.wav	dicha idea no prosperó
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19604870.wav	es considerado uno de los principales puertos del país
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19604874.wav	se desempeña principalmente como jardinero central
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19604877.wav	antes de ingresar a la música estudió diseño de modas en santiago
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19604879.wav	house comenzó su carrera como actor infantil
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21991747.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21991754.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21991755.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21991797.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21943694.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21943695.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21943696.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21943698.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22027784.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22027786.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22027790.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22027791.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18494362.wav	se te ha ocurrido ya lo que vamos a cenar esta noche
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18494363.wav	claro y por eso les atacaron buscaban algo que estaba escondido
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18494364.wav	es la oportunidad que necesito
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18494365.wav	no tengo dudas de ello
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670437.wav	nació en medellín
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670438.wav	habita en la china y vietnam
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670440.wav	en bathurst marcó la pole position pero abandonó
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670441.wav	usaron la lengua aimara y puquina
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22019686.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22019688.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22019696.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22019700.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609960.wav	se ha desempeñado como director creativo en importantes empresas de diseño
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609961.wav	además algunos de sus cuentos aparecen en antologías
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609962.wav	su única hija está casada y rara vez la ve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19609963.wav	juega de volante y su equipo actual es el ferencváros budapest de hungría
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21989977.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21989980.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21989984.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21989991.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22031567.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22031570.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22031573.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22031580.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18362878.wav	en madrid hay muchos museos como el prado reina sofía etc
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18362879.wav	el referéndum fue la excusa para abrir el gimnasio de la escuela y limpiarlo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18362880.wav	a carne de lobo diente de perro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18362881.wav	el mejor maestro echa un borrón
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22340664.wav	utiliza telescopios robóticos para descubrir y rastrear asteroides
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22340665.wav	la película termina con la imagen de johnny dentro de una ambulancia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22340666.wav	sin embargo no presentan cilios compuestos verdaderos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22340667.wav	se lo considera uno de los lugares donde se originó este movimiento
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19602584.wav	harmonía es presentada de igual forma como la diosa de la armonía
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19602585.wav	casado con maría elena con quien tuvo dos hijas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19602587.wav	el proyecto se caracterizó por tener grandes contenidos de humor negro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19602588.wav	sus últimos años estuvieron marcados por la reclusión y la retirada del mundo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22232408.wav	los croatas no pueden acercarse a sus posesiones en esa isla
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22232460.wav	destaca por su riqueza cerealista la cabaña de ovino y la producción de quesos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22232465.wav	no reconoció a su esposo jarishchandra que estaba vestido como un esclavo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22232481.wav	el proceso contrario a una devaluación se conoce como revaluación
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19655922.wav	veamos su descripción
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19655923.wav	la intención era crear competencia francesa a la estación suiza de saintmoritz
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19655924.wav	cuando se activa windows guarda un registro del hardware en el ordenador del usuario
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19655926.wav	unos atacarían al acompañamiento mientras que otros dispararía contra el carruaje real
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22023531.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22023536.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22023538.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22023539.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19755961.wav	existe producción de palma aceitera piña papaya banano melón sandia y arroz
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19755962.wav	crece en españa y marruecos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19755963.wav	participó en dos ocasiones representando a su país en el festival de eurovisión
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19755964.wav	cada lugar tenía un teaser diferente de su nuevo single oficialmente titulado green light
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19658371.wav	es una destacada ecuestre
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19658372.wav	continuó las radicales reformas educativas implementadas por su antecesor jorge polar
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19658373.wav	el marido de nathalie decide irse con su amante y continuar con otra vida
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19658374.wav	además fue miembro de la academia de los deportes de francia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625304.wav	un empate en la segunda ronda resulta en una tercera ronda de votación
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625305.wav	este largometraje se estrenó en argentina con el nombre de cambio de planes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625306.wav	el presente no tiene estilo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19625307.wav	tenía como eje el actual camino de tierra que es continuación de la misma
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19639234.wav	fue uno de los iniciadores de la cirugía plástica en la argentina
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19639235.wav	la acción buscaba asesinar al general maza márquez
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19639237.wav	toda la canción es comúnmente denominada como holy wars
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19639238.wav	allí en la universidad de málaga se enamoró del rugby
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21944860.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21944864.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21944867.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21944869.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670087.wav	sin embargo otras fuentes señalan que ella misma se había convertido en un sapo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670194.wav	un flujo puede depender de otro flujo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670196.wav	de regreso a madrid mantuvo abierta una academia de dibujo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670197.wav	es difícil de ver
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19659149.wav	en ocasiones se llevan con sandalias y zapatillas de casa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19659150.wav	en este disco anderson prescindió del batería
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19659151.wav	la provincia contenía minerales en abundancia pero poco explotados en especial oro y plata
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19659152.wav	subraya su codicia y su incapacidad para romper con las influencias extranjeras
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19757123.wav	fluye a un costado de la ciudad de talca
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19757126.wav	allí pintó muchas de sus obras a menudo con temas de batallas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19757128.wav	jiang cai añadió un bosquecillo de higueras
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19757130.wav	strikeforce emplea las reglas unificadas de las artes marciales mixtas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20237606.wav	se establece en valparaíso y luego en santiago
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20237607.wav	el juez la sentenció a nueve años en una prisión estatal
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20237608.wav	formó parte de la comisión de guerra y marina
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20237609.wav	todos combinados en un mito monolítico sin ningún tipo de historia fundante
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22477859.wav	las milicias porteñas lo abandonaron en su mayor parte negándose a abandonar sus hogares
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22477860.wav	farah decide volver a su pueblo mientras que salma continúa su trabajo como periodista
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22477861.wav	era un lugar por el que se transportaba madera
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22477862.wav	ganadería bovina y porcina
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22027540.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22027541.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22027542.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22027543.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19668508.wav	de niño admiraba a andre agassi y a su compatriota marat safin
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19668509.wav	es una planta herbácea anual trepadora
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19668510.wav	el macho adulto tiene el pico oscuro y los anillos oculares rosas
